sentence_id,sentence_1,sentence_2,sentence_3,sentence_4,candidate_1,candidate_2,label
62,"ESTRAGON:Excuse me, Mister, the bones, you won't be wanting the bones?Lucky looks long at Estragon.","POZZO:(in raptures). Mister! (Lucky bows his head.) Reply! Do you want them or don'tyou? (Silence of Lucky. To Estragon.) They're yours. (Estragon makes a dart atthe bones, picks them up and begins to gnaw them.) I don't like it. I've neverknown him to refuse a bone before. (He looks anxiously at Lucky.) Nice businessit'd be if he fell sick on me!He puffs at his pipe.","VLADIMIR:(exploding). It's a scandal!Silence. Flabbergasted, Estragon stops gnawing, looks at Pozzo and Vladimir inturn. Pozzo outwardly calm. Vladimir embarrassed.",POZZO:(To Vladimir). Are you alluding to anything in particular?,ESTRAGON:Just so!,VLADIMIR:(stutteringly resolute). To treat a man . . . (gesture towards Lucky) . . . like that . . .I think that . . . no . . . a human being . . . no . . . it's a scandal!,2
63,"POZZO:You are severe. (To Vladimir.) What age are you, if it's not a rude question?(Silence.) Sixty? Seventy? (To Estragon.) What age would you say he was?",ESTRAGON:Eleven.,"POZZO:I am impertinent. (He knocks out his pipe against the whip, gets up.) I must begetting on. Thank you for your society. (He reflects.) Unless I smoke another pipebefore I go. What do you say? (They say nothing.) Oh I'm only a small smoker, avery small smoker, I'm not in the habit of smoking two pipes one on top of theother, it makes (hand to heart, sighing) my heart go pit-a-pat. (Silence.) It's thenicotine, one absorbs it in spite of one's precautions. (Sighs.) You know how it is.(Silence.) But perhaps you don't smoke? Yes? No? It's of no importance.(Silence.) But how am I to sit down now, without affectation, now that I haverisen? Without appearing to –how shall I say– without appearing to falter. (ToVladimir.) I beg your pardon? (Silence.) Perhaps you didn't speak? (Silence.) It'sof no importance. Let me see . . .He reflects.",ESTRAGON:Ah! That's better.He puts the bones in his pocket.,VLADIMIR:Let's go.,VLADIMIR:Let's wait till we know exactly how we stand.,1
64,POZZO:One moment! (He jerks the rope.) Stool! (He points with his whip. Lucky movesthe stool.) More! There! (He sits down. Lucky goes back to his place.) Done it!He fills his pipe.,VLADIMIR:(vehemently). Let's go!,"POZZO:I hope I'm not driving you away. Wait a little longer, you'll never regret it.",ESTRAGON:(scenting charity). We're in no hurry.,VLADIMIR:Let them remain private. You know I can't bear that.,"POZZO:(having lit his pipe). The second is never so sweet . . . (he takes the pipe out of hismouth, contemplates it) . . . as the first I mean. (He puts the pipe back in hismouth.) But it's sweet just the same.",2
65,"POZZO:He can no longer endure my presence. I am perhaps not particularly human, butwho cares? (To Vladimir.) Think twice before you do anything rash. Suppose yougo now while it is still day, for there is no denying it is still day. (They all look upat the sky.) Good. (They stop looking at the sky.) What happens in that case– (hetakes the pipe out of his mouth, examines it) –I'm out– (he relights his pipe) –inthat case– (puff) –in that case– (puff) –what happens in that case to yourappointment with this . . . Godet . . . Godot . . . Godin . . . anyhow you see who Imean, who has your future in his hands . . . (pause) . . . at least your immediatefuture?",VLADIMIR:Who told you?,POZZO:He speaks to me again! If this goes on much longer we'll soon be old friends.,ESTRAGON:Why doesn't he put down his bags?,POZZO:He's not pleased.,"POZZO:I too would be happy to meet him. The more people I meet the happier I become.From the meanest creature one departs wiser, richer, more conscious of one'sblessings. Even you . . . (he looks at them ostentatiously in turn to make it clearthey are both meant) . . . even you, who knows, will have added to my store.",2
66,POZZO:But that would surprise me.,VLADIMIR:You're being asked a question.,"POZZO:(delighted). A question! Who? What? A moment ago you were calling me Sir, infear and trembling. Now you're asking me questions. No good will come of this!",VLADIMIR:(to Estragon). I think he's listening.,ESTRAGON:Tell it to me.,ESTRAGON:(circling about Lucky). What?,2
67,ESTRAGON:Ask him what?,VLADIMIR:Why he doesn't put down his bags.,ESTRAGON:I wonder.,"VLADIMIR:Ask him, can't you?",ESTRAGON:And why not?,"POZZO:(who has followed these exchanges with anxious attention, fearing lest thequestion get lost). You want to know why he doesn't put down his bags, as youcall them.",2
68,POZZO:(to Estragon). You are sure you agree with that?,ESTRAGON:He's puffing like a grampus.,"POZZO:The answer is this. (To Estragon). But stay still, I beg of you, you're making menervous!",VLADIMIR:Here.,ESTRAGON:What is it?,ESTRAGON:What about hanging ourselves?,1
69,"POZZO:Good. Is everybody ready? Is everybody looking at me? (He looks at Lucky, jerksthe rope. Lucky raises his head.) Will you look at me, pig! (Lucky looks at him.)Good. (He puts the pipe in his pocket, takes out a little vaporizer and sprays histhroat, puts back the vaporizer in his pocket, clears his throat, spits, takes out thevaporizer again, sprays his throat again, puts back the vaporizer in his pocket.) Iam ready. Is everybody listening? Is everybody ready? (He looks at them all inturn, jerks the rope.) Hog! (Lucky raises his head.) I don't like talking in avacuum. Good. Let me see.He reflects.",ESTRAGON:I'm going.,POZZO:What was it exactly you wanted to know?,VLADIMIR:Why he—,"POZZO:(angrily). Don't interrupt me! (Pause. Calmer.) If we all speak at once we'll neverget anywhere. (Pause.) What was I saying? (Pause. Louder.) What was I saying?Vladimir mimics one carrying a heavy burden. Pozzo looks at him, puzzled.",VLADIMIR:You want to get rid of him?,1
70,"POZZO:Ah! Why couldn't you say so before? Why he doesn't make himself comfortable?Let's try and get this clear. Has he not the right to? Certainly he has. It followsthat he doesn't want to. There's reasoning for you. And why doesn't he want to?(Pause.) Gentlemen, the reason is this.",VLADIMIR:(to Estragon). Make a note of this.,"POZZO:He wants to impress me, so that I'll keep him.",ESTRAGON:What?,ESTRAGON:It's awful.,"POZZO:Perhaps I haven't got it quite right. He wants to mollify me, so that I'll give up theidea of parting with him. No, that's not exactly it either.",2
71,"POZZO:He wants to cod me, but he won't.",VLADIMIR:You want to get rid of him?,POZZO:He imagines that when I see how well he carries I'll be tempted to keep him on inthat capacity.,ESTRAGON:You've had enough of him?,"VLADIMIR:(gloomily). It's too much for one man. (Pause. Cheerfully.) On the other handwhat's the good of losing heart now, that's what I say. We should have thought ofit a million years ago, in the nineties.",POZZO:In reality he carries like a pig. It's not his job.,2
72,"POZZO:He imagines that when I see him indefatigable I'll regret my decision. Such is hismiserable scheme. As though I were short of slaves! (All three look at Lucky.)Atlas, son of Jupiter! (Silence.) Well, that's that, I think. Anything else?Vaporizer.",VLADIMIR:You want to get rid of him?,POZZO:Remark that I might just as well have been in his shoes and he in mine. If chancehad not willed otherwise. To each one his due.,VLADIMIR:You waagerrim?,POZZO:I beg your pardon?,VLADIMIR:I think so too.Silence.,1
73,"POZZO:I do. But instead of driving him away as I might have done, I mean instead ofsimply kicking him out on his arse, in the goodness of my heart I am bringing himto the fair, where I hope to get a good price for him. The truth is you can't drivesuch creatures away. The best thing would be to kill them.Lucky weeps.",ESTRAGON:He's crying!,"POZZO:Old dogs have more dignity. (He proffers his handkerchief to Estragon.) Comforthim, since you pity him. (Estragon hesitates.) Come on. (Estragon takes thehandkerchief.) Wipe away his tears, he'll feel less forsaken.Estragon hesitates.","VLADIMIR:Here, give it to me, I'll do it.Estragon refuses to give the handkerchief.Childish gestures.",ESTRAGON:I wonder.,"POZZO:Make haste, before he stops. (Estragon approaches Lucky and makes to wipe hiseyes. Lucky kicks him violently in the shins. Estragon drops the handkerchief,recoils, staggers about the stage howling with pain.) Hanky!Lucky puts down bag and basket, picks up handkerchief and gives it to Pozzo,goes back to his place, picks up bag and basket.",2
74,"VLADIMIR:(to Estragon). Show me. (Estragon shows his leg. To Pozzo, angrily.) He'sbleeding!",POZZO:It's a good sign.,ESTRAGON:(on one leg). I'll never walk again!,VLADIMIR:(tenderly). I'll carry you. (Pause.) If necessary.,ESTRAGON:His correspondents.VLADIMIR:His books.,"POZZO:He's stopped crying. (To Estragon.) You have replaced him as it were. (Lyrically.)The tears of the world are a constant quantity. For each one who begins to weep,somewhere else another stops. The same is true of the laugh. (He laughs.) Let usnot then speak ill of our generation, it is not any unhappier than its predecessors.(Pause.) Let us not speak well of it either. (Pause.) Let us not speak of it at all.(Pause. Judiciously.) It is true the population has increased.",2
75,POZZO:Guess who taught me all these beautiful things. (Pause. Pointing to Lucky.) MyLucky!,VLADIMIR:(looking at the sky.) Will night never come?,"POZZO:But for him all my thoughts, all my feelings, would have been of common things.(Pause. With extraordinary vehemence.) Professional worries! (Calmer.) Beauty,grace, truth of the first water, I knew they were all beyond me. So I took a knook.",VLADIMIR:(startled from his inspection of the sky). A knook?,ESTRAGON:Or Thursday?,"POZZO:That was nearly sixty years ago . . . (he consults his watch) . . . yes, nearly sixty.(Drawing himself up proudly.) You wouldn't think it to look at me, would you?Compared to him I look like a young man, no? (Pause.) Hat! (Lucky puts downthe basket and takes off his hat. His long white hair falls about his face. He putshis hat under his arm and picks up the basket.) Now look. (Pozzo takes off hishat. [All four wear bowlers.] He is completely bald. He puts on his hat again.) Didyou see?",2
76,ESTRAGON:Swine!Pozzo more and more agitated.VLADIMIR:After having sucked all the good out of him you chuck him away like a . . . like abanana skin. Really . . .,"POZZO:(groaning, clutching his head). I can't bear it . . . any longer . . . the way he goeson . . . you've no idea . . . it's terrible . . . he must go . . . (he waves his arms) . . .I'm going mad . . . (he collapses, his head in his hands) . . . I can't bear it . . . anylonger . . .Silence. All look at Pozzo.",VLADIMIR:He can't bear it.,ESTRAGON:Any longer.,VLADIMIR:He's going mad.,VLADIMIR:We'll come back tomorrow.,1
77,VLADIMIR:(to Lucky). How dare you! It's abominable! Such a good master! Crucify him likethat! After so many years! Really!,POZZO:(sobbing). He used to be so kind . . . so helpful . . . and entertaining . . . my goodangel . . . and now . . . he's killing me.,ESTRAGON:( to Vladimir). Does he want to replace him?,VLADIMIR:What?,VLADIMIR:You can ask him now. He's on the alert.,ESTRAGON:Does he want someone to take his place or not?,2
78,ESTRAGON:What?,VLADIMIR:I don't know.,ESTRAGON:Ask him.,"POZZO:(calmer). Gentlemen, I don't know what came over me. Forgive me. Forget all Isaid. (More and more his old self.) I don't remember exactly what it was, but youmay be sure there wasn't a word of truth in it. (Drawing himself up, striking hischest.) Do I look like a man that can be made to suffer? Frankly? (He rummagesin his pockets.) What have I done with my pipe?",VLADIMIR:Charming evening we're having.,VLADIMIR:(vehemently). Let's go!,1
79,VLADIMIR:And it's not over.,ESTRAGON:Apparently not.,VLADIMIR:It's only beginning.,ESTRAGON:It's awful.,VLADIMIR:Let me go!ESTRAGON:Stay where you are!,VLADIMIR:Worse than the pantomime.,2
80,VLADIMIR:The music-hall.,ESTRAGON:The circus.,POZZO:What can I have done with that briar?,ESTRAGON:He's a scream. He's lost his dudeen.Laughs noisily.,VLADIMIR:Together again at last! We'll have to celebrate this. But how? (He reflects.) Get uptill I embrace you.,VLADIMIR:I'll be back.He hastens towards the wings.,2
81,VLADIMIR:Keep my seat.Exit Vladimir.,POZZO:(on the point of tears). I've lost my Kapp and Peterson!,ESTRAGON:(convulsed with merriment). He'll be the death of me!,POZZO:You didn't see by any chance– (He misses Vladimir.) Oh! He's gone! Withoutsaying goodbye! How could he! He might have waited!,ESTRAGON:He would have burst.,ESTRAGON:It's the normal thing.,1
82,ESTRAGON:Come here.,POZZO:What for?,ESTRAGON:You'll see.,POZZO:You want me to get up?,ESTRAGON:Quick! (Pozzo gets up and goes over beside Estragon. Estragon points off.) Look!,ESTRAGON:In a ditch.,1
83,"ESTRAGON:It's all over.Enter Vladimir, somber. He shoulders Lucky out of his way, kicks over the stool,comes and goes agitatedly.",POZZO:He's not pleased.,"ESTRAGON:(to Vladimir). You missed a treat. Pity.Vladimir halts, straightens the stool, comes and goes, calmer.",POZZO:He subsides. (Looking round.) Indeed all subsides. A great calm descends.(Raising his hand.) Listen! Pan sleeps.,VLADIMIR:Hmm. It'd give us an erection.,VLADIMIR:Will night never come?All three look at the sky.,2
84,ESTRAGON:Well you see—,"POZZO:Why it's very natural, very natural. I myself in your situation, if I had anappointment with a Godin . . . Godet . . . Godot . . . anyhow, you see who I mean,I'd wait till it was black night before I gave up. (He looks at the stool.) I'd verymuch like to sit down, but I don't quite know how to go about it.",ESTRAGON:Could I be of any help?,POZZO:If you asked me perhaps.,ESTRAGON:Why doesn't he put down his bags?,ESTRAGON:What?,2
85,ESTRAGON:Would that be a help?,POZZO:I fancy so.,"ESTRAGON:Here we go. Be seated, Sir, I beg of you.","POZZO:No no, I wouldn't think of it! (Pause. Aside.) Ask me again.","ESTRAGON:Come come, take a seat I beseech you, you'll get pneumonia.",ESTRAGON:He would have burst.,1
86,ESTRAGON:Why it's absolutely certain.,"POZZO:No doubt you are right. (He sits down.) Done it again! (Pause.) Thank you, dearfellow. (He consults his watch.) But I must really be getting along, if I am toobserve my schedule.",VLADIMIR:Time has stopped.,"POZZO:(cuddling his watch to his ear). Don't you believe it, Sir, don't you believe it. (Heputs his watch back in his pocket.) Whatever you like, but not that.","ESTRAGON:Oh tray bong, tray tray tray bong.",ESTRAGON:(to Pozzo). Everything seems black to him today.,2
87,VLADIMIR:Let's go.,"ESTRAGON:But take the weight off your feet, I implore you, you'll catch your death.",POZZO:True. (He sits down. To Estragon.) What is your name?,ESTRAGON:Adam.,"POZZO:(who hasn't listened). Ah yes! The night. (He raises his head.) But be a little moreattentive, for pity's sake, otherwise we'll never get anywhere. (He looks at thesky.) Look! (All look at the sky except Lucky who is dozing off again. Pozzo jerksthe rope.) Will you look at the sky, pig! (Lucky looks at the sky.) Good, that'senough. (They stop looking at the sky.) What is there so extraordinary about it?Qua sky. It is pale and luminous like any sky at this hour of the day. (Pause.) Inthese latitudes. (Pause.) When the weather is fine. (Lyrical.) An hour ago (helooks at his watch, prosaic) roughly (lyrical) after having poured forth even since(he hesitates, prosaic) say ten o'clock in the morning (lyrical) tirelessly torrents ofred and white light it begins to lose its effulgence, to grow pale (gesture of the twohands lapsing by stages) pale, ever a little paler, a little paler until (dramaticpause, ample gesture of the two hands flung wide apart) pppfff! finished! it comesto rest. But– (hand raised in admonition)– but behind this veil of gentleness andpeace, night is charging (vibrantly) and will burst upon us (snaps his fingers) pop!like that! (his inspiration leaves him) just when we least expect it. (Silence.Gloomily.) That's how it is on this bitch of an earth.Long silence.",ESTRAGON:Where do we come in?,1
88,VLADIMIR:One can bide one's time.,ESTRAGON:One knows what to expect.,VLADIMIR:No further need to worry.,ESTRAGON:Simply wait.,"VLADIMIR:We're used to it.He picks up his hat, peers inside it, shakes it, puts it on.","ESTRAGON:(irritably). Not now, not now.",1
89,"VLADIMIR:(first to understand). Oh very good, very very good.","POZZO:(to Estragon). And you, Sir?","ESTRAGON:Oh tray bong, tray tray tray bong.","POZZO:(fervently). Bless you, gentlemen, bless you! (Pause.) I have such need ofencouragement! (Pause.) I weakened a little towards the end, you didn't notice?",VLADIMIR:Oh perhaps just a teeny weeny little bit.,"ESTRAGON:(to Vladimir). You missed a treat. Pity.Vladimir halts, straightens the stool, comes and goes, calmer.",1
90,POZZO:You see my memory is defective.Silence.,"ESTRAGON:In the meantime, nothing happens.",POZZO:You find it tedious?,"ESTRAGON:Somewhat.POZZO:(to Vladimir). And you, Sir?",VLADIMIR:I've been better entertained.Silence. Pozzo struggles inwardly.,"POZZO:He imagines that when I see him indefatigable I'll regret my decision. Such is hismiserable scheme. As though I were short of slaves! (All three look at Lucky.)Atlas, son of Jupiter! (Silence.) Well, that's that, I think. Anything else?Vaporizer.",1
91,ESTRAGON:Not at all!,VLADIMIR:What an idea!,"POZZO:Yes yes, you have been correct. So that I ask myself is there anything I can do inmy turn for these honest fellows who are having such a dull, dull time.",ESTRAGON:Even ten francs would be a help.,VLADIMIR:We are not beggars!,POZZO:I present myself: Pozzo.,1
92,ESTRAGON:Even five.,"VLADIMIR:(to Estragon, indignantly). That's enough!",ESTRAGON:I couldn't accept less.,"POZZO:Is is enough? No doubt. But I am liberal. It's my nature. This evening. So muchthe worse for me. (He jerks the rope. Lucky looks at him.) For I shall suffer, nodoubt about that. (He picks up the whip.) What do you prefer? Shall we have himdance, or sing, or recite, or think, or—",ESTRAGON:Who?,"ESTRAGON:Come come, take a seat I beseech you, you'll get pneumonia.",1
93,VLADIMIR:He thinks?,"POZZO:Certainly. Aloud. He even used to think very prettily once, I could listen to himfor hours. Now . . . (he shudders). So much the worse for me. Well, would youlike him to think something for us?","ESTRAGON:I'd rather he dance, it'd be more fun.",POZZO:Not necessarily.,"VLADIMIR:STOP IT!Exit Vladimir hurriedly. Estragon gets up and follows him as far as the limit ofthe stage. Gestures of Estragon like those of a spectator encouraging a pugilist.Enter Vladimir. He brushes past Estragon, crosses the stage with bowed head.Estragon takes a step towards him, halts.","ESTRAGON:Wouldn't it, Didi, be more fun?",2
94,"ESTRAGON:Perhaps he could dance first and think afterwards, if it isn't too much to ask him.",VLADIMIR:(to Pozzo). Would that be possible?,"POZZO:By all means, nothing simpler. It's the natural order.He laughs briefly.",VLADIMIR:Then let him dance.Silence.,"POZZO:Do you hear, hog?",ESTRAGON:(pointing). You might button it all the same.,1
95,"POZZO:He refused once. (Silence.) Dance, misery!Lucky puts down bag and basket, advances towards front, turns to Pozzo. Luckydances. He stops.",ESTRAGON:Is that all?,"POZZO:Encore!Lucky executes the same movements, stops.","ESTRAGON:Pooh! I'd do as well myself. (He imitates Lucky, almost falls.) With a littlepractice.",ESTRAGON:He's crying!,"POZZO:He used to dance the farandole, the fling, the brawl, the jig, the fandango andeven the hornpipe. He capered. For joy. Now that's the best he can do. Do youknow what he calls it?",2
96,VLADIMIR:The Hard Stool.,POZZO:The Net. He thinks he's entangled in a net.,VLADIMIR:(squirming like an aesthete). There's something about it . . .Lucky makes to return to his burdens.,POZZO:Woaa!Lucky stiffens.,ESTRAGON:Tell us about the time he refused.,"VLADIMIR:When I think of it . . . all these years . . . but for me . . . where would you be . . .(Decisively.) You'd be nothing more than a little heap of bones at the presentminute, no doubt about it.",1
97,ESTRAGON:(faintly). My left lung is very weak! (He coughs feebly. In ringing tones.) But myright lung is as sound as a bell!,POZZO:(normal voice). No matter! What was I saying. (He ponders.) Wait. (Ponders.)Well now isn't that . . . (He raises his head.) Help me!,ESTRAGON:Wait!,VLADIMIR:Wait!,"POZZO:Wait!All three take off their hats simultaneously, press their hands to their foreheads,concentrate.","VLADIMIR:(hurt, coldly). May one inquire where His Highness spent the night?",1
98,VLADIMIR:He has it.,POZZO:(impatient). Well?,ESTRAGON:Why doesn't he put down his bags?,VLADIMIR:Rubbish!,POZZO:Are you sure?,VLADIMIR:Where was I . . . How's your foot?,1
99,POZZO:I've already told you?,ESTRAGON:He's already told us?,VLADIMIR:Anyway he has put them down.,ESTRAGON:(glance at Lucky). So he has. And what of it?,VLADIMIR:I've been better entertained.Silence. Pozzo struggles inwardly.,VLADIMIR:Since he has put down his bags it is impossible we should have asked why hedoes not do so.POZZO:Stoutly reasoned!,2
100,POZZO:Answer us that.,VLADIMIR:In order to dance.,ESTRAGON:True!,POZZO:True!Silence. They put on their hats.,"ESTRAGON:Nothing happens, nobody comes, nobody goes, it's awful!",ESTRAGON:What?,1
101,POZZO:Give him his hat.,VLADIMIR:His hat?,POZZO:He can't think without his hat.,VLADIMIR:(to Estragon). Give him his hat.,ESTRAGON:Me! After what he did to me! Never!,ESTRAGON:I dreamt that—,1
102,ESTRAGON:(to Pozzo). Tell him to go and fetch it.,POZZO:It's better to give it to him.,"VLADIMIR:I'll give it to him.He picks up the hat and tenders it at arm's length to Lucky, who does not move.",POZZO:You must put it on his head.,ESTRAGON:(to Pozzo). Tell him to take it.,ESTRAGON:His friends.,1
103,"VLADIMIR:I'll put it on his head.He goes round behind Lucky, approaches him cautiously, puts the hat on his headand recoils smartly. Lucky does not move. Silence.",ESTRAGON:What's he waiting for?,"POZZO:Stand back! (Vladimir and Estragon move away from Lucky. Pozzo jerks the rope.Lucky looks at Pozzo.) Think, pig! (Pause. Lucky begins to dance.) Stop! (Luckystops.) Forward! (Lucky advances.) Stop! (Lucky stops.) Think!Silence.",LUCKY:On the other hand with regard to—,VLADIMIR:I don't understand.,"POZZO:Stop! (Lucky stops.) Back! (Lucky moves back.) Stop! (Lucky stops.) Turn! (Luckyturns towards auditorium.) Think!During Lucky's tirade the others react as follows.1) Vladimir and Estragon all attention, Pozzo dejected and disgusted.2) Vladimir and Estragon begin to protest, Pozzo's sufferings increase.3) Vladimir and Estragon attentive again, Pozzo more and more agitated andgroaning.4) Vladimir and Estragon protest violently. Pozzo jumps up, pulls on the rope.General outcry. Lucky pulls on the rope, staggers, shouts his text. All three throwthemselves on Lucky who struggles and shouts his text.",2
104,POZZO:His hat!Vladimir seizes Lucky's hat. Silence of Lucky. He falls. Silence. Panting of thevictors.,"ESTRAGON:Avenged!Vladimir examines the hat, peers inside it.","POZZO:Give me that! (He snatches the hat from Vladimir, throws it on the ground,tramples on it.) There's an end to his thinking!",VLADIMIR:But will he be able to walk?,POZZO:The road is free to all.,POZZO:Walk or crawl! (He kicks Lucky.) Up pig!,2
105,VLADIMIR:You'll kill him.,POZZO:Up scum! (He jerks the rope.) Help me!,VLADIMIR:How?,"POZZO:Raise him up!Vladimir and Estragon hoist Lucky to his feet, support him an instant, then let himgo. He falls.","VLADIMIR:(advancing with short, stiff strides, legs wide apart). I'm beginning to come roundto that opinion. All my life I've tried to put it from me, saying Vladimir, bereasonable, you haven't yet tried everything. And I resumed the struggle. (Hebroods, musing on the struggle. Turning to Estragon.) So there you are again.",ESTRAGON:He's doing it on purpose!,2
106,ESTRAGON:To hell with him!,"VLADIMIR:Come on, once more.","ESTRAGON:What does he take us for?They raise Lucky, hold him up.","POZZO:Don't let him go! (Vladimir and Estragon totter.) Don't move! (Pozzo fetches bagand basket and brings them towards Lucky.) Hold him tight! (He puts the bag inLucky's hand. Lucky drops it immediately.) Don't let him go! (He puts back thebag in Lucky's hand. Gradually, at the feel of the bag, Lucky recovers his sensesand his fingers finally close round the handle.) Hold him tight! (As before withbasket.) #Now! You can let him go. (Vladimir and Estragon move away from Lucky whototters, reels, sags, but succeeds in remaining on his feet, bag and basket in hishands. Pozzo steps back, cracks his whip.) Forward! (Lucky totters forward.)Back! (Lucky totters back.) Turn! (Lucky turns.) Done it! He can walk. (Turningto Vladimir and Estragon.) Thank you, gentlemen, and let me . . . (he fumbles inhis pockets) . . . let me wish you . . . (fumbles) . . . wish you . . . (fumbles) . . . whathave I done with my watch? (Fumbles.) A genuine half-hunter, gentlemen, withdeadbeat escapement! (Sobbing.) Twas my granpa gave it to me! (He searches onthe ground, Vladimir and Estragon likewise. Pozzo turns over with his foot theremains of Lucky's hat.) Well now isn't that just—",VLADIMIR:You're being asked a question.,VLADIMIR:Perhaps it's in your fob.,2
107,"VLADIMIR:Silence!All listen, bent double. #",ESTRAGON:I hear something.,POZZO:Where?,VLADIMIR:It's the heart.,POZZO:(disappointed). Damnation!,VLADIMIR:What an idea!,1
108,ESTRAGON:Perhaps it has stopped.They straighten up.,POZZO:Which of you smells so bad?,ESTRAGON:He has stinking breath and I have stinking feet.,POZZO:I must go.,ESTRAGON:Good idea.,ESTRAGON:And your half-hunter?,2
109,ESTRAGON:Then adieu.,POZZO:Adieu.,VLADIMIR:Adieu.,POZZO:Adieu.Silence. No one moves.,VLADIMIR:Come in? On our hands and knees.,VLADIMIR:Adieu.,2
110,ESTRAGON:Adieu.Silence.POZZO:And thank you.,VLADIMIR:Thank you.,POZZO:Not at all.,ESTRAGON:Yes yes.,POZZO:No no.,VLADIMIR:He said by the tree. (They look at the tree.) Do you see any others?,1
111,ESTRAGON:No no.Silence.,POZZO:I don't seem to be able . . . (long hesitation) . . . to depart.,"ESTRAGON:Such is life.Pozzo turns, moves away from Lucky towards the wings, paying out the rope as hegoes.",VLADIMIR:You're going the wrong way.,"POZZO:I need a running start. (Having come to the end of the rope, i.e., off stage, hestops, turns and cries.) Stand back! (Vladimir and Estragon stand back, looktowards Pozzo. Crack of whip.) On! On!",VLADIMIR:I'm glad to see you back. I thought you were gone forever.,1
112,VLADIMIR:On!Lucky moves off.,"POZZO:Faster! (He appears, crosses the stage preceded by Lucky. Vladimir and Estragonwave their hats. Exit Lucky.) On! On! (On the point of disappearing in his turn hestops and turns. The rope tautens. Noise of Lucky falling off.) Stool! (Vladimirfetches stool and gives it to Pozzo who throws it to Lucky.) Adieu!",VLADIMIR and ESTRAGON:(waving). Adieu! Adieu!,POZZO:Up! Pig! (Noise of Lucky getting up.) On! (Exit Pozzo.) Faster! On! Adieu! Pig!Yip! Adieu!Long silence.,VLADIMIR:You're my only hope.,VLADIMIR:That passed the time.,2
113,"VLADIMIR:Yes, but not so rapidly.Pause.",ESTRAGON:What do we do now?,VLADIMIR:I don't know.,ESTRAGON:Let's go.,VLADIMIR:We can't.,ESTRAGON:Why it's absolutely certain.,1
114,VLADIMIR:We're waiting for Godot.,ESTRAGON:(despairingly). Ah!Pause.,VLADIMIR:How they've changed!,ESTRAGON:Who?,VLADIMIR:Those two.,ESTRAGON:He said Godot.,1
115,VLADIMIR:Haven't they?,ESTRAGON:What?,VLADIMIR:Changed.,ESTRAGON:Very likely. They all change. Only we can't.,POZZO:But that would surprise me.,VLADIMIR:Likely! It's certain. Didn't you see them?,2
116,VLADIMIR:Yes you do know them.,ESTRAGON:No I don't know them.,"VLADIMIR:We know them, I tell you. You forget everything. (Pause. To himself.) Unlessthey're not the same . . .ESTRAGON:Why didn't they recognize us then?",VLADIMIR:That means nothing. I too pretended not to recognize them. And then nobody everrecognizes us.,ESTRAGON:Forget it. What we need– Ow! (Vladimir does not react.) Ow!,ESTRAGON:What?,1
117,ESTRAGON:Didi! It's the other foot!He goes hobbling towards the mound.,VLADIMIR:Unless they're not the same . . .,BOY:(off). Mister!Estragon halts. Both look towards the voice.,ESTRAGON:Off we go again.,"POZZO:You are severe. (To Vladimir.) What age are you, if it's not a rude question?(Silence.) Sixty? Seventy? (To Estragon.) What age would you say he was?","VLADIMIR:Approach, my child.Enter Boy, timidly. He halts.",2
118,VLADIMIR:Yes.,ESTRAGON:What do you want?,VLADIMIR:Approach!The Boy does not move.,"ESTRAGON:(forcibly). Approach when you're told, can't you?The Boy advances timidly, halts.",VLADIMIR:From a bough? (They go towards the tree.) I wouldn't trust it.,VLADIMIR:What is it?,2
119,VLADIMIR:Obviously . . . (Pause.) Approach.,ESTRAGON:(violently). Will you approach! (The Boy advances timidly.) What kept you solate?,VLADIMIR:You have a message from Mr. Godot?,BOY:Yes Sir.,"VLADIMIR:Well, what is it?","ESTRAGON:That would be too bad, really too bad. (Pause.) Wouldn't it, Didi, be really toobad? (Pause.) When you think of the beauty of the way. (Pause.) And thegoodness of the wayfarers. (Pause. Wheedling.) Wouldn't it, Didi?",1
120,VLADIMIR:(to Estragon). Let him alone.,"ESTRAGON:(violently). You let me alone. (Advancing, to the Boy.) Do you know what time itis?","BOY:(recoiling). It's not my fault, Sir.",ESTRAGON:And whose is it? Mine?,"BOY:I was afraid, Sir.",ESTRAGON:It's inevitable.,1
121,"VLADIMIR:I know what it is, he was afraid of the others.",ESTRAGON:How long have you been here?,"BOY:A good while, Sir.",VLADIMIR:You were afraid of the whip?,BOY:Yes Sir.,VLADIMIR:But to whom? By whom?,1
122,BOY:Yes Sir.,VLADIMIR:The two big men.,BOY:Yes Sir.,VLADIMIR:Do you know them?,ESTRAGON:Repented what?,BOY:No Sir.,2
123,BOY:Yes Sir.,ESTRAGON:That's all a pack of lies. (Shaking the Boy by the arm.) Tell us the truth!,"BOY:(trembling). But it is the truth, Sir!","VLADIMIR:Will you let him alone! What's the matter with you? #(Estragon releases the Boy, moves away, covering his face with his hands.Vladimir and the Boy observe him. Estragon drops his hands. His face isconvulsed.) What's the matter with you?",ESTRAGON:I'm unhappy.,"VLADIMIR:Try and walk.Estragon takes a few limping steps, stops before Lucky and spits on him, thengoes and sits down on the mound.",1
