random_idx,input_sentence1,input_sentence2,input_sentence3,input_sentence4,candidate_sentence1,candidate_sentence2,label
218860,Tyrone's^ and wears a collar and tie. His fair skin ,"IS sunburned a reddish^ freckled tan, ","Edmund is ten years younger than his brother^ a couple of inches taller^ thin and wiry Where Jamie takes after his father^ with little resemblance to his mother^ Edmund looks like both his parents^ hut is more like his mother. Her bigy dark eyes are the dominant feature in his long^ narrow Irish face. His mouth has the same quality of hypersensitiveness hers possesses. His high forehead is hers accentuated^ with dark brown hair^ sunbleached to red at the ends^ brushed straight back from it. But his nose is his father* s^ and his face in profile recalls Tyrone* s, ",Edmund* s hands are noticeably like his mother* s^ with the same exceptionally long fingers. They even have to a minor degree the same nervousness It is in the quality of extreme nervous sensibility that the likeness of Edmund to his mother is most marked ,I wanted it! And for a time after that I kept on upward with ambition high. Mamed your mother. Ask her what ,"He IS plainly in bad health Much thinner than he should be^ hxs eyes appear feverish and his cheeks are sunken His skin^ in spite of being sunburned a deep browny has a parched sallowness. He wears a shirty collar and tUy no coaty old flannel trousersy brown sneakers,) ",2
461051,"IS sunburned a reddish^ freckled tan, ","Edmund is ten years younger than his brother^ a couple of inches taller^ thin and wiry Where Jamie takes after his father^ with little resemblance to his mother^ Edmund looks like both his parents^ hut is more like his mother. Her bigy dark eyes are the dominant feature in his long^ narrow Irish face. His mouth has the same quality of hypersensitiveness hers possesses. His high forehead is hers accentuated^ with dark brown hair^ sunbleached to red at the ends^ brushed straight back from it. But his nose is his father* s^ and his face in profile recalls Tyrone* s, ",Edmund* s hands are noticeably like his mother* s^ with the same exceptionally long fingers. They even have to a minor degree the same nervousness It is in the quality of extreme nervous sensibility that the likeness of Edmund to his mother is most marked ,"He IS plainly in bad health Much thinner than he should be^ hxs eyes appear feverish and his cheeks are sunken His skin^ in spite of being sunburned a deep browny has a parched sallowness. He wears a shirty collar and tUy no coaty old flannel trousersy brown sneakers,) ","MARY. Oh, well, I won’t mind it tomght. ","MARY {turns smilingly to theUy in a merry tone that is a bit forced), IVe been teasing your father about his snoring. ",2
186170,"Edmund is ten years younger than his brother^ a couple of inches taller^ thin and wiry Where Jamie takes after his father^ with little resemblance to his mother^ Edmund looks like both his parents^ hut is more like his mother. Her bigy dark eyes are the dominant feature in his long^ narrow Irish face. His mouth has the same quality of hypersensitiveness hers possesses. His high forehead is hers accentuated^ with dark brown hair^ sunbleached to red at the ends^ brushed straight back from it. But his nose is his father* s^ and his face in profile recalls Tyrone* s, ",Edmund* s hands are noticeably like his mother* s^ with the same exceptionally long fingers. They even have to a minor degree the same nervousness It is in the quality of extreme nervous sensibility that the likeness of Edmund to his mother is most marked ,"He IS plainly in bad health Much thinner than he should be^ hxs eyes appear feverish and his cheeks are sunken His skin^ in spite of being sunburned a deep browny has a parched sallowness. He wears a shirty collar and tUy no coaty old flannel trousersy brown sneakers,) ","MARY {turns smilingly to theUy in a merry tone that is a bit forced), IVe been teasing your father about his snoring. ","JAMIE {thickly). I’ll have a drink. Not you. Got to take care of you. {He reaches out mth a foolish gnn of doting affection and grabs his brother's hand.) Don’t be scared of this sanatonum business. Hell, you can beat that standing on your head. Six months and you’ll be in the pink. Probably haven’t got consumption at all. Doctors lot of fakers. ","{To Tyrone ) I^U leave it to the boys, James. They must have heard you. No, not you, Jamie. I couid hear you the hall almost as bad as your father. You’re like him. As soon as your head touches the pillow you^re off and ten foghorns couldn’t wake you. {She st(^s abruptly^ catching Jamie* s ^es regarding her with an uneasy prohwg look. ",2
768385,Edmund* s hands are noticeably like his mother* s^ with the same exceptionally long fingers. They even have to a minor degree the same nervousness It is in the quality of extreme nervous sensibility that the likeness of Edmund to his mother is most marked ,"He IS plainly in bad health Much thinner than he should be^ hxs eyes appear feverish and his cheeks are sunken His skin^ in spite of being sunburned a deep browny has a parched sallowness. He wears a shirty collar and tUy no coaty old flannel trousersy brown sneakers,) ","MARY {turns smilingly to theUy in a merry tone that is a bit forced), IVe been teasing your father about his snoring. ","{To Tyrone ) I^U leave it to the boys, James. They must have heard you. No, not you, Jamie. I couid hear you the hall almost as bad as your father. You’re like him. As soon as your head touches the pillow you^re off and ten foghorns couldn’t wake you. {She st(^s abruptly^ catching Jamie* s ^es regarding her with an uneasy prohwg look. ","Her smile vamskes and her manner becomes selfconscious,) Why are you stanng, Jamie? {Her hands flutter up to her hair ) Is my hair coming down? It’s hard for me to do it up properly now. My eyes are getting so bad and I never can find my glasses. ",TYRONE {stares at tarn — then looks away — after a pause). ,1
434962,"He IS plainly in bad health Much thinner than he should be^ hxs eyes appear feverish and his cheeks are sunken His skin^ in spite of being sunburned a deep browny has a parched sallowness. He wears a shirty collar and tUy no coaty old flannel trousersy brown sneakers,) ","MARY {turns smilingly to theUy in a merry tone that is a bit forced), IVe been teasing your father about his snoring. ","{To Tyrone ) I^U leave it to the boys, James. They must have heard you. No, not you, Jamie. I couid hear you the hall almost as bad as your father. You’re like him. As soon as your head touches the pillow you^re off and ten foghorns couldn’t wake you. {She st(^s abruptly^ catching Jamie* s ^es regarding her with an uneasy prohwg look. ","Her smile vamskes and her manner becomes selfconscious,) Why are you stanng, Jamie? {Her hands flutter up to her hair ) Is my hair coming down? It’s hard for me to do it up properly now. My eyes are getting so bad and I never can find my glasses. ","JAMEE {looks away guiltily). Your hair’s all right, Mama. ",Turn that hght out before you come in. ,1
188474,"MARY {turns smilingly to theUy in a merry tone that is a bit forced), IVe been teasing your father about his snoring. ","{To Tyrone ) I^U leave it to the boys, James. They must have heard you. No, not you, Jamie. I couid hear you the hall almost as bad as your father. You’re like him. As soon as your head touches the pillow you^re off and ten foghorns couldn’t wake you. {She st(^s abruptly^ catching Jamie* s ^es regarding her with an uneasy prohwg look. ","Her smile vamskes and her manner becomes selfconscious,) Why are you stanng, Jamie? {Her hands flutter up to her hair ) Is my hair coming down? It’s hard for me to do it up properly now. My eyes are getting so bad and I never can find my glasses. ","JAMEE {looks away guiltily). Your hair’s all right, Mama. ",JAMIE. Damn it! Why don’t you go ahead without himi* He’s told us to. ,I was only thinkmg how well you look. ,2
984801,"{To Tyrone ) I^U leave it to the boys, James. They must have heard you. No, not you, Jamie. I couid hear you the hall almost as bad as your father. You’re like him. As soon as your head touches the pillow you^re off and ten foghorns couldn’t wake you. {She st(^s abruptly^ catching Jamie* s ^es regarding her with an uneasy prohwg look. ","Her smile vamskes and her manner becomes selfconscious,) Why are you stanng, Jamie? {Her hands flutter up to her hair ) Is my hair coming down? It’s hard for me to do it up properly now. My eyes are getting so bad and I never can find my glasses. ","JAMEE {looks away guiltily). Your hair’s all right, Mama. ",I was only thinkmg how well you look. ,(Tyrone gives up. Jamie goes on casually.) ,"TYRONE {heartily) Just what I’ve been telhng her, ",2
851281,"Her smile vamskes and her manner becomes selfconscious,) Why are you stanng, Jamie? {Her hands flutter up to her hair ) Is my hair coming down? It’s hard for me to do it up properly now. My eyes are getting so bad and I never can find my glasses. ","JAMEE {looks away guiltily). Your hair’s all right, Mama. ",I was only thinkmg how well you look. ,"TYRONE {heartily) Just what I’ve been telhng her, ","Jamie. She’s so fat and sassy, there’ll soon be no holding her, ","I am also called No More, Too Late, Farewell.” ",1
99457,"JAMEE {looks away guiltily). Your hair’s all right, Mama. ",I was only thinkmg how well you look. ,"TYRONE {heartily) Just what I’ve been telhng her, ","Jamie. She’s so fat and sassy, there’ll soon be no holding her, ",If you’d get down on your knees — ,"EDMUiro. Yes, you certainly look gran^. Mama. ",2
963505,I was only thinkmg how well you look. ,"TYRONE {heartily) Just what I’ve been telhng her, ","Jamie. She’s so fat and sassy, there’ll soon be no holding her, ","EDMUiro. Yes, you certainly look gran^. Mama. ","I’ll back you up about Papa’s snoring. Gosh, what a racket! ","EDMUND. It did pack a wallop, all nght On you, too. ",1
916371,"TYRONE {heartily) Just what I’ve been telhng her, ","Jamie. She’s so fat and sassy, there’ll soon be no holding her, ","EDMUiro. Yes, you certainly look gran^. Mama. ","I’ll back you up about Papa’s snoring. Gosh, what a racket! ","JAMIE I heard him, too {He quotes, putting on a hamactor mcamer.) “The Moor, I know his trumpet.” ",EDMUND. You’re stinking now. That will knock you stiff. ,1
935668,"Jamie. She’s so fat and sassy, there’ll soon be no holding her, ","EDMUiro. Yes, you certainly look gran^. Mama. ","I’ll back you up about Papa’s snoring. Gosh, what a racket! ","JAMIE I heard him, too {He quotes, putting on a hamactor mcamer.) “The Moor, I know his trumpet.” ","TYRONE {scathingly). If it takes my snoring to make you remember Shakespeare instead of the dope sheet on the ponies, I hope I’ll keep on with it. ",Last night it drove me crazy. I lay awake worrying until ,1
351412,"EDMUiro. Yes, you certainly look gran^. Mama. ","I’ll back you up about Papa’s snoring. Gosh, what a racket! ","JAMIE I heard him, too {He quotes, putting on a hamactor mcamer.) “The Moor, I know his trumpet.” ","TYRONE {scathingly). If it takes my snoring to make you remember Shakespeare instead of the dope sheet on the ponies, I hope I’ll keep on with it. ","MARY. Now, James! You mustn’t be so touchy, ","You know me, Kad. ",1
983091,"I’ll back you up about Papa’s snoring. Gosh, what a racket! ","JAMIE I heard him, too {He quotes, putting on a hamactor mcamer.) “The Moor, I know his trumpet.” ","TYRONE {scathingly). If it takes my snoring to make you remember Shakespeare instead of the dope sheet on the ponies, I hope I’ll keep on with it. ","MARY. Now, James! You mustn’t be so touchy, ","EDMOND {irritably). Yes, for Pete’s sake, Papa' The first thing after breakfast! Give it a rest, can’t you? ","I mean, I hope it won’t be. ",1
138501,"JAMIE I heard him, too {He quotes, putting on a hamactor mcamer.) “The Moor, I know his trumpet.” ","TYRONE {scathingly). If it takes my snoring to make you remember Shakespeare instead of the dope sheet on the ponies, I hope I’ll keep on with it. ","MARY. Now, James! You mustn’t be so touchy, ","EDMOND {irritably). Yes, for Pete’s sake, Papa' The first thing after breakfast! Give it a rest, can’t you? ",{She stops to listen as Tyrone^ s voice is heard from the hall.) ,{He slumps down in the chair at left of table next toliis brother. His father ignores him.) ,2
740361,"TYRONE {scathingly). If it takes my snoring to make you remember Shakespeare instead of the dope sheet on the ponies, I hope I’ll keep on with it. ","MARY. Now, James! You mustn’t be so touchy, ","EDMOND {irritably). Yes, for Pete’s sake, Papa' The first thing after breakfast! Give it a rest, can’t you? ",{He slumps down in the chair at left of table next toliis brother. His father ignores him.) ,TYRONE. Christ* {He gets to his feet and stands directly in her path — in anguish.) Mary* Isn’t it bad enough—^ ,"MARY {reprovingly) . Your father wasn’t finding fault with you, Vou don’t have to always take Jamie’s part. You’d think you were the one ten years older, jAssss.{boredly). What’s all the fuss about? Let’s forget it. ",2
337912,"MARY. Now, James! You mustn’t be so touchy, ","EDMOND {irritably). Yes, for Pete’s sake, Papa' The first thing after breakfast! Give it a rest, can’t you? ",{He slumps down in the chair at left of table next toliis brother. His father ignores him.) ,"MARY {reprovingly) . Your father wasn’t finding fault with you, Vou don’t have to always take Jamie’s part. You’d think you were the one ten years older, jAssss.{boredly). What’s all the fuss about? Let’s forget it. ","TyRONE {contemptwusly). Yes, forget* Forget everything and face nothing* It’s a convement philosophy if you’ve no ambition in life except to — ","TYRONE. It’s more than you’re worth, and you couldn’t get that if It wasn’t for me. If you weren’t my son, there isn’t a manager in the business who would give you a part, your reputation stinks so. As it is, I have to humble my pnde and beg for you, saying you’ve turned over a new leaf) although I know it’s a he! ",1
404822,"EDMOND {irritably). Yes, for Pete’s sake, Papa' The first thing after breakfast! Give it a rest, can’t you? ",{He slumps down in the chair at left of table next toliis brother. His father ignores him.) ,"MARY {reprovingly) . Your father wasn’t finding fault with you, Vou don’t have to always take Jamie’s part. You’d think you were the one ten years older, jAssss.{boredly). What’s all the fuss about? Let’s forget it. ","TyRONE {contemptwusly). Yes, forget* Forget everything and face nothing* It’s a convement philosophy if you’ve no ambition in life except to — ","It’s so lonely here. {Then her face hardens into bitter self contempt.) You’re lying to yourself again. You wanted to get nd of them. Their contempt and disgust aren’t pleasant company You’re glad they’re gone {She gives a little despairing laugh ) Then Mother of God, why do I feel so lonely? ","MARY. James, do be qmet. (Ske puts an am around his shoulder — coaxingly.) You must have gotten out of the wrong side of the bed this mommg {To the boys, changing the subject) What were you two gnnmng al^ut hke ",2
170423,{He slumps down in the chair at left of table next toliis brother. His father ignores him.) ,"MARY {reprovingly) . Your father wasn’t finding fault with you, Vou don’t have to always take Jamie’s part. You’d think you were the one ten years older, jAssss.{boredly). What’s all the fuss about? Let’s forget it. ","TyRONE {contemptwusly). Yes, forget* Forget everything and face nothing* It’s a convement philosophy if you’ve no ambition in life except to — ","MARY. James, do be qmet. (Ske puts an am around his shoulder — coaxingly.) You must have gotten out of the wrong side of the bed this mommg {To the boys, changing the subject) What were you two gnnmng al^ut hke ","{Abruptly, in a detached, matteroffact tone,) Why don’t you light the hght, James? It’s getting dark. I know you hate to, but Edmund has proved to you that one bulb burning doesn’t cost much. There’s no sense letting your fear of the poorhouse make you too stingy. that makes the Electric Light Company rich {He gets up and turns on the reading lamp — roughly.) But I’m a fool to talk reason to you {To Edmund ) Til get a fresh bottle of whiskey, lad, and we’ll have a real dnnk. {He goes through the back parlour ) ",Cheshire cats wljen you came in** What was the joke? ,2
127249,"MARY {reprovingly) . Your father wasn’t finding fault with you, Vou don’t have to always take Jamie’s part. You’d think you were the one ten years older, jAssss.{boredly). What’s all the fuss about? Let’s forget it. ","TyRONE {contemptwusly). Yes, forget* Forget everything and face nothing* It’s a convement philosophy if you’ve no ambition in life except to — ","MARY. James, do be qmet. (Ske puts an am around his shoulder — coaxingly.) You must have gotten out of the wrong side of the bed this mommg {To the boys, changing the subject) What were you two gnnmng al^ut hke ",Cheshire cats wljen you came in** What was the joke? ,"TYRONE {becoming aware of the atmosphere). What’s the matter here^ There’s gloom in the air you could cut with a knife. ( Turns on Jamie resentfully.) You got the dnnk you were after, didn’t you? Why are you weanng that gloomy look on your mug^ ","TYRONE {with a painful effort to be a good sport). Yes, let us in on it, lads. I told your mother I knew damned well it would be one on me, but never mind that, I’m used to it. ",2
627489,"TyRONE {contemptwusly). Yes, forget* Forget everything and face nothing* It’s a convement philosophy if you’ve no ambition in life except to — ","MARY. James, do be qmet. (Ske puts an am around his shoulder — coaxingly.) You must have gotten out of the wrong side of the bed this mommg {To the boys, changing the subject) What were you two gnnmng al^ut hke ",Cheshire cats wljen you came in** What was the joke? ,"TYRONE {with a painful effort to be a good sport). Yes, let us in on it, lads. I told your mother I knew damned well it would be one on me, but never mind that, I’m used to it. ",JAMIE {dryly). Don’t look at me. This is the Kid’s story. ,"JAMIE {stares at his father, ignoring his explanation). I know ",1
741799,"MARY. James, do be qmet. (Ske puts an am around his shoulder — coaxingly.) You must have gotten out of the wrong side of the bed this mommg {To the boys, changing the subject) What were you two gnnmng al^ut hke ",Cheshire cats wljen you came in** What was the joke? ,"TYRONE {with a painful effort to be a good sport). Yes, let us in on it, lads. I told your mother I knew damned well it would be one on me, but never mind that, I’m used to it. ",JAMIE {dryly). Don’t look at me. This is the Kid’s story. ,"In the nght wall, rear, is a screen door leading out on the porch which extends halfway around the house. Farther forward, a senes of three windows looks over the front lawn to the harbour and the avenue that runs along the water front A small wicker table and an ordinary oak desk are against the wall, flanking the windows. ","EDMUND {gnns). I meant to tell you last night, Papa, and forgot it. Y esterday when I went for a walk I dropped m at the Inn — ",2
211553,Cheshire cats wljen you came in** What was the joke? ,"TYRONE {with a painful effort to be a good sport). Yes, let us in on it, lads. I told your mother I knew damned well it would be one on me, but never mind that, I’m used to it. ",JAMIE {dryly). Don’t look at me. This is the Kid’s story. ,"EDMUND {gnns). I meant to tell you last night, Papa, and forgot it. Y esterday when I went for a walk I dropped m at the Inn — ",TYRONE (mi gjulty cotfusion). What state farm? It’s the ,"MARY {worriedly). You shouldn’t dnnk now, Edmund. ",2
76176,"TYRONE {with a painful effort to be a good sport). Yes, let us in on it, lads. I told your mother I knew damned well it would be one on me, but never mind that, I’m used to it. ",JAMIE {dryly). Don’t look at me. This is the Kid’s story. ,"EDMUND {gnns). I meant to tell you last night, Papa, and forgot it. Y esterday when I went for a walk I dropped m at the Inn — ","MARY {worriedly). You shouldn’t dnnk now, Edmund. ","JAMIE {quwkly). Oh, that. I was saymg again Doc ","EDMUND {ignoring ths). And who do you think I met there, with a beautiful bun on, but Shaughnessy, the tenant on that farm of yours, ",2
893688,JAMIE {dryly). Don’t look at me. This is the Kid’s story. ,"EDMUND {gnns). I meant to tell you last night, Papa, and forgot it. Y esterday when I went for a walk I dropped m at the Inn — ","MARY {worriedly). You shouldn’t dnnk now, Edmund. ","EDMUND {ignoring ths). And who do you think I met there, with a beautiful bun on, but Shaughnessy, the tenant on that farm of yours, ","JAMIE {sharply). What do you mean, too late? You talk as if you thought — ",MARY {smiling). That dreadful man! But he is fiiimy. ,2
857167,"EDMUND {gnns). I meant to tell you last night, Papa, and forgot it. Y esterday when I went for a walk I dropped m at the Inn — ","MARY {worriedly). You shouldn’t dnnk now, Edmund. ","EDMUND {ignoring ths). And who do you think I met there, with a beautiful bun on, but Shaughnessy, the tenant on that farm of yours, ",MARY {smiling). That dreadful man! But he is fiiimy. ,"TYRONE {scowling). He’s not so funny when you’re his landlord. He’s a wily Shanty Mick, that one. He could hide behind a corkscrew. What’s he complaimng about jsSW, Edmund — for I’m damned sure he’s complaining. ",TYRONE {in a low voice). Thank God he’s asleep. ,1
818585,"MARY {worriedly). You shouldn’t dnnk now, Edmund. ","EDMUND {ignoring ths). And who do you think I met there, with a beautiful bun on, but Shaughnessy, the tenant on that farm of yours, ",MARY {smiling). That dreadful man! But he is fiiimy. ,"TYRONE {scowling). He’s not so funny when you’re his landlord. He’s a wily Shanty Mick, that one. He could hide behind a corkscrew. What’s he complaimng about jsSW, Edmund — for I’m damned sure he’s complaining. ","I suppose he wants his rent lowered. I let him have the place for almost nothmg, just to keep someone on it, and he never pays that till I threaten to evict him. ","EDMUND. I know, Mama. How about you^ Do you feel rested^ ",1
244701,"EDMUND {ignoring ths). And who do you think I met there, with a beautiful bun on, but Shaughnessy, the tenant on that farm of yours, ",MARY {smiling). That dreadful man! But he is fiiimy. ,"TYRONE {scowling). He’s not so funny when you’re his landlord. He’s a wily Shanty Mick, that one. He could hide behind a corkscrew. What’s he complaimng about jsSW, Edmund — for I’m damned sure he’s complaining. ","I suppose he wants his rent lowered. I let him have the place for almost nothmg, just to keep someone on it, and he never pays that till I threaten to evict him. ","EDMUND. No, he didn’t beef about anything. He was so pleased with hfe he even bought a dnnk, and that’s practically unheard of He was dehghted because he’d had a fight with your friend, Harker, the Standard Oil milhonaire, and won a glonous victory. ",TYRONE {with drunken peevishness) Don’t start your damned atheist morbidness again' I don’t care to hsten ,1
585611,MARY {smiling). That dreadful man! But he is fiiimy. ,"TYRONE {scowling). He’s not so funny when you’re his landlord. He’s a wily Shanty Mick, that one. He could hide behind a corkscrew. What’s he complaimng about jsSW, Edmund — for I’m damned sure he’s complaining. ","I suppose he wants his rent lowered. I let him have the place for almost nothmg, just to keep someone on it, and he never pays that till I threaten to evict him. ","EDMUND. No, he didn’t beef about anything. He was so pleased with hfe he even bought a dnnk, and that’s practically unheard of He was dehghted because he’d had a fight with your friend, Harker, the Standard Oil milhonaire, and won a glonous victory. ",SCENE. Livingroom of James Tyrone* s summer home on a morning in August^ 191 ^* ,"MARY {mth amused dismay). Oh, Lord! James, you’ll really have to do something — ",2
882972,"TYRONE {scowling). He’s not so funny when you’re his landlord. He’s a wily Shanty Mick, that one. He could hide behind a corkscrew. What’s he complaimng about jsSW, Edmund — for I’m damned sure he’s complaining. ","I suppose he wants his rent lowered. I let him have the place for almost nothmg, just to keep someone on it, and he never pays that till I threaten to evict him. ","EDMUND. No, he didn’t beef about anything. He was so pleased with hfe he even bought a dnnk, and that’s practically unheard of He was dehghted because he’d had a fight with your friend, Harker, the Standard Oil milhonaire, and won a glonous victory. ","MARY {mth amused dismay). Oh, Lord! James, you’ll really have to do something — ","Yes, facts don’t mean a thing, do they? What you want to believe, that’s the only truth • {Derisively.) Shakespeare weis an Insh Cathohc, for example. ","JAMIE {maliciously) I’ll bet the next time you see Harker at the Club and give him the old respectful bow, he won’t see you. ",2
967226,"I suppose he wants his rent lowered. I let him have the place for almost nothmg, just to keep someone on it, and he never pays that till I threaten to evict him. ","EDMUND. No, he didn’t beef about anything. He was so pleased with hfe he even bought a dnnk, and that’s practically unheard of He was dehghted because he’d had a fight with your friend, Harker, the Standard Oil milhonaire, and won a glonous victory. ","MARY {mth amused dismay). Oh, Lord! James, you’ll really have to do something — ","JAMIE {maliciously) I’ll bet the next time you see Harker at the Club and give him the old respectful bow, he won’t see you. ","TYRONE {sits down sheepishly— grumbles pathetically). That’s nght, laugh at the old fool! The poor old ham! But the final curtain will be in the poorhouse just the same, and that’s not comedy* {Then as Edmund is still grinning^ he changes the subject ) Well, well, let’s not argue. You’ve got brains in that head of yours, though you do your best to deny them. You’ll live to learn the value of a dollar. ",EDMUND Yes. Harker will think you’re no gentleman for harbounng a tenant who isn’t humble in the presence of a king of America. ,2
298011,"EDMUND. No, he didn’t beef about anything. He was so pleased with hfe he even bought a dnnk, and that’s practically unheard of He was dehghted because he’d had a fight with your friend, Harker, the Standard Oil milhonaire, and won a glonous victory. ","MARY {mth amused dismay). Oh, Lord! James, you’ll really have to do something — ","JAMIE {maliciously) I’ll bet the next time you see Harker at the Club and give him the old respectful bow, he won’t see you. ",EDMUND Yes. Harker will think you’re no gentleman for harbounng a tenant who isn’t humble in the presence of a king of America. ,"TYRONE {scathingly). If it takes my snoring to make you remember Shakespeare instead of the dope sheet on the ponies, I hope I’ll keep on with it. ",TYRONE. Never mind the Soaalist gabble. I don’t care to hsten — ,2
135438,"MARY {mth amused dismay). Oh, Lord! James, you’ll really have to do something — ","JAMIE {maliciously) I’ll bet the next time you see Harker at the Club and give him the old respectful bow, he won’t see you. ",EDMUND Yes. Harker will think you’re no gentleman for harbounng a tenant who isn’t humble in the presence of a king of America. ,TYRONE. Never mind the Soaalist gabble. I don’t care to hsten — ,"MARY {tactfidly). Go on with your story, Edmund. ","I wasn’t worthy to have another baby, and that God would punish me if I did I never should have borne ",1
310214,"JAMIE {maliciously) I’ll bet the next time you see Harker at the Club and give him the old respectful bow, he won’t see you. ",EDMUND Yes. Harker will think you’re no gentleman for harbounng a tenant who isn’t humble in the presence of a king of America. ,TYRONE. Never mind the Soaalist gabble. I don’t care to hsten — ,"MARY {tactfidly). Go on with your story, Edmund. ",TYRONE {with drunken peevishness) Don’t start your damned atheist morbidness again' I don’t care to hsten ,"EDMUND {^gnns at hts father provocatively). Well, you remember, Papa, the ice pond on Barker’s estate is right next to the farm, and you remember Shaughnessy keeps pigs. Well, It seems there’s a break in the fence anil the pigs have been bathing m the milhonaire’s ice pond, and ",2
784509,EDMUND Yes. Harker will think you’re no gentleman for harbounng a tenant who isn’t humble in the presence of a king of America. ,TYRONE. Never mind the Soaalist gabble. I don’t care to hsten — ,"MARY {tactfidly). Go on with your story, Edmund. ","EDMUND {^gnns at hts father provocatively). Well, you remember, Papa, the ice pond on Barker’s estate is right next to the farm, and you remember Shaughnessy keeps pigs. Well, It seems there’s a break in the fence anil the pigs have been bathing m the milhonaire’s ice pond, and ",MARY {pats fns cheek as he tries not to shrink away). That’s a good boy. ,Barker’s foreman told him he was sure Shaughnessy had broken the fence on purpose to give his pigs a free wallow. ,2
271029,TYRONE. Never mind the Soaalist gabble. I don’t care to hsten — ,"MARY {tactfidly). Go on with your story, Edmund. ","EDMUND {^gnns at hts father provocatively). Well, you remember, Papa, the ice pond on Barker’s estate is right next to the farm, and you remember Shaughnessy keeps pigs. Well, It seems there’s a break in the fence anil the pigs have been bathing m the milhonaire’s ice pond, and ",Barker’s foreman told him he was sure Shaughnessy had broken the fence on purpose to give his pigs a free wallow. ,MARY {shocked and amused). Good heavens! ,"TYRONE {impressed — rrwllifyingly). I know you may have thought it was for the best, Jamie I didn’t say you did it dehberately to harm him. ",1
763852,"MARY {tactfidly). Go on with your story, Edmund. ","EDMUND {^gnns at hts father provocatively). Well, you remember, Papa, the ice pond on Barker’s estate is right next to the farm, and you remember Shaughnessy keeps pigs. Well, It seems there’s a break in the fence anil the pigs have been bathing m the milhonaire’s ice pond, and ",Barker’s foreman told him he was sure Shaughnessy had broken the fence on purpose to give his pigs a free wallow. ,MARY {shocked and amused). Good heavens! ,"TYRONE {sourly, but unth a trace of admiraUori). I’m sure he did, too, the duty scallywag It’s hke hirri ",Love passed mto the house of lust. ,1
209808,"EDMUND {^gnns at hts father provocatively). Well, you remember, Papa, the ice pond on Barker’s estate is right next to the farm, and you remember Shaughnessy keeps pigs. Well, It seems there’s a break in the fence anil the pigs have been bathing m the milhonaire’s ice pond, and ",Barker’s foreman told him he was sure Shaughnessy had broken the fence on purpose to give his pigs a free wallow. ,MARY {shocked and amused). Good heavens! ,"TYRONE {sourly, but unth a trace of admiraUori). I’m sure he did, too, the duty scallywag It’s hke hirri ","TYRONE {defensively). I wouldn’t say that, Mary. After all, he was the one who advised me to buy that place on ","EDMUND. So Harker came in person to rebuke Shaughnessy. {He chuckles.) A very bonehead play! If I needted any further proof that our ruhng plutocrats, especially the ones who inherited their boodle, are not mental giants, that would clinrh It. ",2
295663,Barker’s foreman told him he was sure Shaughnessy had broken the fence on purpose to give his pigs a free wallow. ,MARY {shocked and amused). Good heavens! ,"TYRONE {sourly, but unth a trace of admiraUori). I’m sure he did, too, the duty scallywag It’s hke hirri ","EDMUND. So Harker came in person to rebuke Shaughnessy. {He chuckles.) A very bonehead play! If I needted any further proof that our ruhng plutocrats, especially the ones who inherited their boodle, are not mental giants, that would clinrh It. ","TYRONE {with appreaation, before he thinks). Yes, he’d be no match for Shaughnessy. {Then he growls ) Keep your damned anarchist remarks to yourself. I won’t have them m my house. {But he is full of eager anUapaUon ) What happened? ",JAMIE {looking out of the window). She’s down there now. ,1
123587,MARY {shocked and amused). Good heavens! ,"TYRONE {sourly, but unth a trace of admiraUori). I’m sure he did, too, the duty scallywag It’s hke hirri ","EDMUND. So Harker came in person to rebuke Shaughnessy. {He chuckles.) A very bonehead play! If I needted any further proof that our ruhng plutocrats, especially the ones who inherited their boodle, are not mental giants, that would clinrh It. ","TYRONE {with appreaation, before he thinks). Yes, he’d be no match for Shaughnessy. {Then he growls ) Keep your damned anarchist remarks to yourself. I won’t have them m my house. {But he is full of eager anUapaUon ) What happened? ",EDMUND. Harker had as much chance as I would with ,Halfway down the path you can’t see this house. You’d never know it was here. Or any of the other places down the avenue. I couldn’t see but a few feet ahead I didn’t meet a soul. Every thing looked and sounded unreal. ,1
257788,"TYRONE {sourly, but unth a trace of admiraUori). I’m sure he did, too, the duty scallywag It’s hke hirri ","EDMUND. So Harker came in person to rebuke Shaughnessy. {He chuckles.) A very bonehead play! If I needted any further proof that our ruhng plutocrats, especially the ones who inherited their boodle, are not mental giants, that would clinrh It. ","TYRONE {with appreaation, before he thinks). Yes, he’d be no match for Shaughnessy. {Then he growls ) Keep your damned anarchist remarks to yourself. I won’t have them m my house. {But he is full of eager anUapaUon ) What happened? ",EDMUND. Harker had as much chance as I would with ,MARY {bitterly). Because you’re afraid to trust me alone! ,Jack Johnson Shaughnessy got a few dnnks under his belt and was waiting at the gate to welcome him. He told me he never gave Harker a chance to open his mouth. ,2
