random_idx,input_sentence1,input_sentence2,input_sentence3,input_sentence4,candidate_sentence1,candidate_sentence2,label
82021,Ruth. I realize how impossible it all is--and I understand; for the,revelation of my own love seemed to open my eyes to the love of others.,I saw Andy’s love for you--and I knew that you must love him.,RUTH. (_breaking out storming_) I don’t! I don’t love Andy! I don’t!,up well?,(ROBERT _stares at her in stupid astonishment_. RUTH _weeps,2
678474,revelation of my own love seemed to open my eyes to the love of others.,I saw Andy’s love for you--and I knew that you must love him.,RUTH. (_breaking out storming_) I don’t! I don’t love Andy! I don’t!,(ROBERT _stares at her in stupid astonishment_. RUTH _weeps,RUTH. (_fiercely_) You told him--what you’ve told me?,hysterically_) Whatever--put such a fool notion into--into your head?,2
526243,I saw Andy’s love for you--and I knew that you must love him.,RUTH. (_breaking out storming_) I don’t! I don’t love Andy! I don’t!,(ROBERT _stares at her in stupid astonishment_. RUTH _weeps,hysterically_) Whatever--put such a fool notion into--into your head?,"can. And I’d hate the farm if I stayed, hate it for bringin’ things",(_She suddenly throws her arms about his neck and hides her head on his,2
660039,RUTH. (_breaking out storming_) I don’t! I don’t love Andy! I don’t!,(ROBERT _stares at her in stupid astonishment_. RUTH _weeps,hysterically_) Whatever--put such a fool notion into--into your head?,(_She suddenly throws her arms about his neck and hides her head on his,"shoulder_) Oh, Rob! Don’t go away! Please! You mustn’t, now! You can’t!","watch with exaggerated concern_) You ain’t got much time to find her,",1
917322,(ROBERT _stares at her in stupid astonishment_. RUTH _weeps,hysterically_) Whatever--put such a fool notion into--into your head?,(_She suddenly throws her arms about his neck and hides her head on his,"shoulder_) Oh, Rob! Don’t go away! Please! You mustn’t, now! You can’t!","you’d call calculatin’ generally, and I b’lieve in lettin’ young folks",I won’t let you! It’d break my--my heart!,2
804377,hysterically_) Whatever--put such a fool notion into--into your head?,(_She suddenly throws her arms about his neck and hides her head on his,"shoulder_) Oh, Rob! Don’t go away! Please! You mustn’t, now! You can’t!",I won’t let you! It’d break my--my heart!,"over there, beyond the horizon? Suppose I told you that was the one and",ROBERT. (_The expression of stupid bewilderment giving way to one of,2
178871,(_She suddenly throws her arms about his neck and hides her head on his,"shoulder_) Oh, Rob! Don’t go away! Please! You mustn’t, now! You can’t!",I won’t let you! It’d break my--my heart!,ROBERT. (_The expression of stupid bewilderment giving way to one of,overwhelming joy. He presses her close to him--slowly and tenderly_) Do,"ROBERT. (_chokingly_) I’d--I’d go, Andy! (_He buries his face in his",1
647166,"shoulder_) Oh, Rob! Don’t go away! Please! You mustn’t, now! You can’t!",I won’t let you! It’d break my--my heart!,ROBERT. (_The expression of stupid bewilderment giving way to one of,overwhelming joy. He presses her close to him--slowly and tenderly_) Do,you mean that--that you love me?,MAYO. (_waving their protests aside_) He is and he knows it.,1
641775,I won’t let you! It’d break my--my heart!,ROBERT. (_The expression of stupid bewilderment giving way to one of,overwhelming joy. He presses her close to him--slowly and tenderly_) Do,you mean that--that you love me?,"RUTH. (_sobbing_) Yes, yes--of course I do--what d’you s’pose? (_She","lost in a breezy, business-like briskness of voice and gesture. There is",1
447554,ROBERT. (_The expression of stupid bewilderment giving way to one of,overwhelming joy. He presses her close to him--slowly and tenderly_) Do,you mean that--that you love me?,"RUTH. (_sobbing_) Yes, yes--of course I do--what d’you s’pose? (_She","from the kitchen. His hat is on, and he carries a lighted lantern in his",lifts up her head and looks into his eyes with a tremulous smile_) You,2
265157,overwhelming joy. He presses her close to him--slowly and tenderly_) Do,you mean that--that you love me?,"RUTH. (_sobbing_) Yes, yes--of course I do--what d’you s’pose? (_She",lifts up her head and looks into his eyes with a tremulous smile_) You,stupid thing! (_He kisses her_) I’ve loved you right along.,"mercy, you might say. And it ain’t that I haven’t pointed the right way",1
782729,you mean that--that you love me?,"RUTH. (_sobbing_) Yes, yes--of course I do--what d’you s’pose? (_She",lifts up her head and looks into his eyes with a tremulous smile_) You,stupid thing! (_He kisses her_) I’ve loved you right along.,ROBERT. Andy!,ROBERT. (_mystified_) But you and Andy were always together!,2
366536,"RUTH. (_sobbing_) Yes, yes--of course I do--what d’you s’pose? (_She",lifts up her head and looks into his eyes with a tremulous smile_) You,stupid thing! (_He kisses her_) I’ve loved you right along.,ROBERT. (_mystified_) But you and Andy were always together!,MAYO. (_with a wink)_ Then there’s nothing to it but for you to get,RUTH. Because you never seemed to want to go any place with me. You were,2
408047,lifts up her head and looks into his eyes with a tremulous smile_) You,stupid thing! (_He kisses her_) I’ve loved you right along.,ROBERT. (_mystified_) But you and Andy were always together!,RUTH. Because you never seemed to want to go any place with me. You were,"always reading an old book, and not paying any attention to me. I was",Upsy--daisy! (_He sets her down on the ground again_) And there you are!,1
299115,stupid thing! (_He kisses her_) I’ve loved you right along.,ROBERT. (_mystified_) But you and Andy were always together!,RUTH. Because you never seemed to want to go any place with me. You were,"always reading an old book, and not paying any attention to me. I was","ANDREW. I’ll take care of her, I swear to you, Rob!",too proud to let you see I cared because I thought the year you had away,2
47689,ROBERT. (_mystified_) But you and Andy were always together!,RUTH. Because you never seemed to want to go any place with me. You were,"always reading an old book, and not paying any attention to me. I was",too proud to let you see I cared because I thought the year you had away,it?,"to college had made you stuck-up, and you thought yourself too educated",2
600019,RUTH. Because you never seemed to want to go any place with me. You were,"always reading an old book, and not paying any attention to me. I was",too proud to let you see I cared because I thought the year you had away,"to college had made you stuck-up, and you thought yourself too educated",to waste any time on me.,"add; but you can’t deny there’s been bad luck to it, too. Why don’t you",1
761894,"always reading an old book, and not paying any attention to me. I was",too proud to let you see I cared because I thought the year you had away,"to college had made you stuck-up, and you thought yourself too educated",to waste any time on me.,ROBERT. (_kissing her_) And I was thinking---- (_With a laugh_) What,ROBERT. (_with a trace of irritation_) Right? Don’t be so silly. There’s,1
904081,too proud to let you see I cared because I thought the year you had away,"to college had made you stuck-up, and you thought yourself too educated",to waste any time on me.,ROBERT. (_kissing her_) And I was thinking---- (_With a laugh_) What,fools we’ve both been!,RUTH. A nice mess there’d be then!,1
170956,"to college had made you stuck-up, and you thought yourself too educated",to waste any time on me.,ROBERT. (_kissing her_) And I was thinking---- (_With a laugh_) What,fools we’ve both been!,RUTH. She’s missed you terrible. We all have. And you can’t deny the,"RUTH. (_overcome by a sudden fear_) You won’t go away on the trip, will",2
809388,to waste any time on me.,ROBERT. (_kissing her_) And I was thinking---- (_With a laugh_) What,fools we’ve both been!,"RUTH. (_overcome by a sudden fear_) You won’t go away on the trip, will","ANDREW. Don’t interfere, Rob--that’s all I ask. (_Turning to his uncle_)","you, Rob? You’ll tell them you can’t go on account of me, won’t you? You",2
174792,ROBERT. (_kissing her_) And I was thinking---- (_With a laugh_) What,fools we’ve both been!,"RUTH. (_overcome by a sudden fear_) You won’t go away on the trip, will","you, Rob? You’ll tell them you can’t go on account of me, won’t you? You","Well, _I_ couldn’t. (_Proudly_) And I’ve managed to keep things going,",can’t go now! You can’t!,2
934341,fools we’ve both been!,"RUTH. (_overcome by a sudden fear_) You won’t go away on the trip, will","you, Rob? You’ll tell them you can’t go on account of me, won’t you? You",can’t go now! You can’t!,"RUTH. (_looking at them, her pale face set and drawn_) A fine one you",ROBERT. (_bewildered_) Perhaps--you can come too.,2
618668,"RUTH. (_overcome by a sudden fear_) You won’t go away on the trip, will","you, Rob? You’ll tell them you can’t go on account of me, won’t you? You",can’t go now! You can’t!,ROBERT. (_bewildered_) Perhaps--you can come too.,peevish whining of a child._,"RUTH. Oh, Rob, don’t be so foolish. You know I can’t. Who’d take care of",2
57279,"you, Rob? You’ll tell them you can’t go on account of me, won’t you? You",can’t go now! You can’t!,ROBERT. (_bewildered_) Perhaps--you can come too.,"RUTH. Oh, Rob, don’t be so foolish. You know I can’t. Who’d take care of",ma? Don’t you see I couldn’t go--on her account? (_She clings to him,ROBERT. When I think--but what’s the use? You know I wasn’t making fun,1
892230,can’t go now! You can’t!,ROBERT. (_bewildered_) Perhaps--you can come too.,"RUTH. Oh, Rob, don’t be so foolish. You know I can’t. Who’d take care of",ma? Don’t you see I couldn’t go--on her account? (_She clings to him,I won’t let you! It’d break my--my heart!,imploringly_) Please don’t go--not now. Tell them you’ve decided not to.,2
190879,ROBERT. (_bewildered_) Perhaps--you can come too.,"RUTH. Oh, Rob, don’t be so foolish. You know I can’t. Who’d take care of",ma? Don’t you see I couldn’t go--on her account? (_She clings to him,imploringly_) Please don’t go--not now. Tell them you’ve decided not to.,"being made fun at, that’s what; an’ I got a job up to Timms’ place; an’",They won’t mind. I know your mother and father’ll be glad. They’ll all,2
627810,"RUTH. Oh, Rob, don’t be so foolish. You know I can’t. Who’d take care of",ma? Don’t you see I couldn’t go--on her account? (_She clings to him,imploringly_) Please don’t go--not now. Tell them you’ve decided not to.,They won’t mind. I know your mother and father’ll be glad. They’ll all,"be. They don’t want you to go so far away from them. Please, Rob! We’ll","ANDREW. (_brutally_) And I don’t love you, that’s sure! (_He sinks into",1
549873,ma? Don’t you see I couldn’t go--on her account? (_She clings to him,imploringly_) Please don’t go--not now. Tell them you’ve decided not to.,They won’t mind. I know your mother and father’ll be glad. They’ll all,"be. They don’t want you to go so far away from them. Please, Rob! We’ll","motionless, his face pale and set_).",be so happy here together where it’s natural and we know things. Please,2
696035,imploringly_) Please don’t go--not now. Tell them you’ve decided not to.,They won’t mind. I know your mother and father’ll be glad. They’ll all,"be. They don’t want you to go so far away from them. Please, Rob! We’ll",be so happy here together where it’s natural and we know things. Please,all the plans I’d made to happen on this place thinking---- (_his voice,tell me you won’t go!,2
913789,They won’t mind. I know your mother and father’ll be glad. They’ll all,"be. They don’t want you to go so far away from them. Please, Rob! We’ll",be so happy here together where it’s natural and we know things. Please,tell me you won’t go!,"the bedroom door is opened and_ DOCTOR FAWCETT _enters, carrying a bag.","ROBERT. (_face to face with a definite, final decision, betrays the",2
460948,"be. They don’t want you to go so far away from them. Please, Rob! We’ll",be so happy here together where it’s natural and we know things. Please,tell me you won’t go!,"ROBERT. (_face to face with a definite, final decision, betrays the",conflict going on within him_) But--Ruth--I--Uncle Dick----,to get here directly.,1
825441,be so happy here together where it’s natural and we know things. Please,tell me you won’t go!,"ROBERT. (_face to face with a definite, final decision, betrays the",conflict going on within him_) But--Ruth--I--Uncle Dick----,RUTH. He won’t mind when he knows it’s for your happiness to stay. How,to the door and gently pushes the trembling_ RUTH _away from it. The,1
664735,tell me you won’t go!,"ROBERT. (_face to face with a definite, final decision, betrays the",conflict going on within him_) But--Ruth--I--Uncle Dick----,RUTH. He won’t mind when he knows it’s for your happiness to stay. How,"could he? (_As_ ROBERT _remains silent she bursts into sobs again_) Oh,","think you’ve got a right to know, and it’s my duty not to let such",1
317487,"ROBERT. (_face to face with a definite, final decision, betrays the",conflict going on within him_) But--Ruth--I--Uncle Dick----,RUTH. He won’t mind when he knows it’s for your happiness to stay. How,"could he? (_As_ ROBERT _remains silent she bursts into sobs again_) Oh,",Rob! And you said--you loved me!,how hard I’ve tried to keep things going in spite of bad luck----,1
592691,conflict going on within him_) But--Ruth--I--Uncle Dick----,RUTH. He won’t mind when he knows it’s for your happiness to stay. How,"could he? (_As_ ROBERT _remains silent she bursts into sobs again_) Oh,",Rob! And you said--you loved me!,ROBERT. (_conquered by this appeal--an irrevocable decision in his,before_ MRS. MAYO.,1
628580,RUTH. He won’t mind when he knows it’s for your happiness to stay. How,"could he? (_As_ ROBERT _remains silent she bursts into sobs again_) Oh,",Rob! And you said--you loved me!,ROBERT. (_conquered by this appeal--an irrevocable decision in his,"voice_) I won’t go, Ruth. I promise you. There! Don’t cry! (_He presses",sun comes so slowly. (_With an ironical smile_) The doctor told me to go,1
455241,"could he? (_As_ ROBERT _remains silent she bursts into sobs again_) Oh,",Rob! And you said--you loved me!,ROBERT. (_conquered by this appeal--an irrevocable decision in his,"voice_) I won’t go, Ruth. I promise you. There! Don’t cry! (_He presses","his lap_) Come, dear. It’s after time and you can hardly keep your eyes","her to him, stroking her hair tenderly. After a pause he speaks with",2
483580,Rob! And you said--you loved me!,ROBERT. (_conquered by this appeal--an irrevocable decision in his,"voice_) I won’t go, Ruth. I promise you. There! Don’t cry! (_He presses","her to him, stroking her hair tenderly. After a pause he speaks with",happy hopefulness_) Perhaps after all Andy was right--righter than he,down at his brother and speaks brokenly in a compassionate voice_),1
610774,ROBERT. (_conquered by this appeal--an irrevocable decision in his,"voice_) I won’t go, Ruth. I promise you. There! Don’t cry! (_He presses","her to him, stroking her hair tenderly. After a pause he speaks with",happy hopefulness_) Perhaps after all Andy was right--righter than he,Rob! And you said--you loved me!,"knew--when he said I could find all the things I was seeking for here,",2
236883,"voice_) I won’t go, Ruth. I promise you. There! Don’t cry! (_He presses","her to him, stroking her hair tenderly. After a pause he speaks with",happy hopefulness_) Perhaps after all Andy was right--righter than he,"knew--when he said I could find all the things I was seeking for here,",at home on the farm. I think love must have been the secret--the secret,"lonesome this vige. (_He pounds on the table, attempting to cover up",1
608809,"her to him, stroking her hair tenderly. After a pause he speaks with",happy hopefulness_) Perhaps after all Andy was right--righter than he,"knew--when he said I could find all the things I was seeking for here,",at home on the farm. I think love must have been the secret--the secret,MAYO. (_after a pause--frowning_) I hope her and Andy ain’t had a,that called to me from over the world’s rim--the secret beyond every,2
42816,happy hopefulness_) Perhaps after all Andy was right--righter than he,"knew--when he said I could find all the things I was seeking for here,",at home on the farm. I think love must have been the secret--the secret,that called to me from over the world’s rim--the secret beyond every,ANDREW. (_with a hoarse sob_) Rob! (_He clenches his fist in an impotent,"horizon; and when I did not come, it came to me. (_He clasps_ RUTH _to",2
555857,"knew--when he said I could find all the things I was seeking for here,",at home on the farm. I think love must have been the secret--the secret,that called to me from over the world’s rim--the secret beyond every,"horizon; and when I did not come, it came to me. (_He clasps_ RUTH _to","SCOTT. (_slapping the table_) Ho! Ho! Listen to her, James. ’Nother one!","him fiercely_) Oh, Ruth, our love is sweeter than any distant dream!",2
269579,at home on the farm. I think love must have been the secret--the secret,that called to me from over the world’s rim--the secret beyond every,"horizon; and when I did not come, it came to me. (_He clasps_ RUTH _to","him fiercely_) Oh, Ruth, our love is sweeter than any distant dream!","She’ll have to be a pretty one, too, to match it. (_He looks at his","(_He kisses her passionately and steps to the ground, lifting_ RUTH _in",2
740698,that called to me from over the world’s rim--the secret beyond every,"horizon; and when I did not come, it came to me. (_He clasps_ RUTH _to","him fiercely_) Oh, Ruth, our love is sweeter than any distant dream!","(_He kisses her passionately and steps to the ground, lifting_ RUTH _in",his arms and carrying her to the road where he puts her down_).,RUTH. You wrote Rob you was coming back to stay this time.,1
656519,"horizon; and when I did not come, it came to me. (_He clasps_ RUTH _to","him fiercely_) Oh, Ruth, our love is sweeter than any distant dream!","(_He kisses her passionately and steps to the ground, lifting_ RUTH _in",his arms and carrying her to the road where he puts her down_).,"RUTH. (_with a happy laugh_) My, but you’re strong!",way you’ve ruined everything with your lazy loafing!--and the stupid way,1
344600,"him fiercely_) Oh, Ruth, our love is sweeter than any distant dream!","(_He kisses her passionately and steps to the ground, lifting_ RUTH _in",his arms and carrying her to the road where he puts her down_).,"RUTH. (_with a happy laugh_) My, but you’re strong!",outlined against a creeping grayness. (_He turns around; letting the,ROBERT. Come! We’ll go and tell them at once.,2
30772,"(_He kisses her passionately and steps to the ground, lifting_ RUTH _in",his arms and carrying her to the road where he puts her down_).,"RUTH. (_with a happy laugh_) My, but you’re strong!",ROBERT. Come! We’ll go and tell them at once.,shame!,"RUTH. (_dismayed_) Oh, no, don’t, Rob, not ’til after I’ve gone. There’d",2
630375,his arms and carrying her to the road where he puts her down_).,"RUTH. (_with a happy laugh_) My, but you’re strong!",ROBERT. Come! We’ll go and tell them at once.,"RUTH. (_dismayed_) Oh, no, don’t, Rob, not ’til after I’ve gone. There’d","RUTH. (_in a muffled voice_) I’m coming, Mary. (_She wipes her eyes",be bound to be such a scene with them all together.,2
65530,"RUTH. (_with a happy laugh_) My, but you’re strong!",ROBERT. Come! We’ll go and tell them at once.,"RUTH. (_dismayed_) Oh, no, don’t, Rob, not ’til after I’ve gone. There’d",be bound to be such a scene with them all together.,ROBERT. (_kissing her--gayly_) As you like--Little Miss Common Sense!,RUTH. It was Rob. He’s just been talking to me out here. I put him back,1
514028,ROBERT. Come! We’ll go and tell them at once.,"RUTH. (_dismayed_) Oh, no, don’t, Rob, not ’til after I’ve gone. There’d",be bound to be such a scene with them all together.,ROBERT. (_kissing her--gayly_) As you like--Little Miss Common Sense!,"turns to his father_) Guess I’ll go take a look at the black cow,","RUTH. Let’s go, then. (_She takes his hand, and they start to go off",2
559579,"RUTH. (_dismayed_) Oh, no, don’t, Rob, not ’til after I’ve gone. There’d",be bound to be such a scene with them all together.,ROBERT. (_kissing her--gayly_) As you like--Little Miss Common Sense!,"RUTH. Let’s go, then. (_She takes his hand, and they start to go off","ROBERT. (_mockingly_) Stay there ’til I die, eh, Andy? (_Coldly_) Don’t",left._ ROBERT _suddenly stops and turns as though for a last look at the,2
701354,be bound to be such a scene with them all together.,ROBERT. (_kissing her--gayly_) As you like--Little Miss Common Sense!,"RUTH. Let’s go, then. (_She takes his hand, and they start to go off",left._ ROBERT _suddenly stops and turns as though for a last look at the,hills and the dying sunset flush_).,like other people. But no! You never own up to that. You think you’re so,1
360086,ROBERT. (_kissing her--gayly_) As you like--Little Miss Common Sense!,"RUTH. Let’s go, then. (_She takes his hand, and they start to go off",left._ ROBERT _suddenly stops and turns as though for a last look at the,hills and the dying sunset flush_).,ROBERT. (_looking upward and pointing_) See! The first star. (_He bends,"says I, “I couldn’t rightly answer that question. I ain’t never seed a",1
137660,"RUTH. Let’s go, then. (_She takes his hand, and they start to go off",left._ ROBERT _suddenly stops and turns as though for a last look at the,hills and the dying sunset flush_).,ROBERT. (_looking upward and pointing_) See! The first star. (_He bends,MRS. MAYO. I’ve often thought since it might have been better the other,down and kisses her tenderly_) _Our_ star!,2
896675,left._ ROBERT _suddenly stops and turns as though for a last look at the,hills and the dying sunset flush_).,ROBERT. (_looking upward and pointing_) See! The first star. (_He bends,down and kisses her tenderly_) _Our_ star!,again_) I didn’t ever mention it because as long as Rob was going I knew,RUTH. (_in a soft murmur_) Yes. Our very own star. (_They stand for a,2
197981,hills and the dying sunset flush_).,ROBERT. (_looking upward and pointing_) See! The first star. (_He bends,down and kisses her tenderly_) _Our_ star!,RUTH. (_in a soft murmur_) Yes. Our very own star. (_They stand for a,"moment looking up at it, their arms around each other. Then_ RUTH _takes","over her eyes._ ANDREW _bends on one knee beside the body, placing a",1
837624,ROBERT. (_looking upward and pointing_) See! The first star. (_He bends,down and kisses her tenderly_) _Our_ star!,RUTH. (_in a soft murmur_) Yes. Our very own star. (_They stand for a,"moment looking up at it, their arms around each other. Then_ RUTH _takes","his hand again and starts to lead him away_) Come, Rob, let’s go. (_His","over beyond those hills,--the folks had told me--and I used to wonder",1
547950,down and kisses her tenderly_) _Our_ star!,RUTH. (_in a soft murmur_) Yes. Our very own star. (_They stand for a,"moment looking up at it, their arms around each other. Then_ RUTH _takes","his hand again and starts to lead him away_) Come, Rob, let’s go. (_His",eyes are fixed again on the horizon as he half turns to follow her._,"RUTH. (_with a happy laugh_) My, but you’re strong!",1
396144,RUTH. (_in a soft murmur_) Yes. Our very own star. (_They stand for a,"moment looking up at it, their arms around each other. Then_ RUTH _takes","his hand again and starts to lead him away_) Come, Rob, let’s go. (_His",eyes are fixed again on the horizon as he half turns to follow her._,RUTH. (_doggedly_) I’d known your real reason for leaving home the first,"RUTH _urges_) We’ll be late for supper, Rob.",2
521366,"moment looking up at it, their arms around each other. Then_ RUTH _takes","his hand again and starts to lead him away_) Come, Rob, let’s go. (_His",eyes are fixed again on the horizon as he half turns to follow her._,"RUTH _urges_) We’ll be late for supper, Rob.",and keep still. (MARY _sits down on the floor before the table and plays,"ROBERT. (_shakes his head impatiently, as though he were throwing off",2
832907,"his hand again and starts to lead him away_) Come, Rob, let’s go. (_His",eyes are fixed again on the horizon as he half turns to follow her._,"RUTH _urges_) We’ll be late for supper, Rob.","ROBERT. (_shakes his head impatiently, as though he were throwing off",some disturbing thought--with a laugh_) All right. We’ll run then. Come,"what the sea was like, and try to form a picture of it in my mind.",1
572495,eyes are fixed again on the horizon as he half turns to follow her._,"RUTH _urges_) We’ll be late for supper, Rob.","ROBERT. (_shakes his head impatiently, as though he were throwing off",some disturbing thought--with a laugh_) All right. We’ll run then. Come,on! (_They run of laughing as_,MRS. MAYO. Maybe Robbie’ll manage till Andy gets back and sees to,1
963412,"RUTH _urges_) We’ll be late for supper, Rob.","ROBERT. (_shakes his head impatiently, as though he were throwing off",some disturbing thought--with a laugh_) All right. We’ll run then. Come,on! (_They run of laughing as_,"night. On the left, two windows looking out on the fields. Against the",ANDREW. She’s used to me being away. She won’t object when she knows,1
554988,"ROBERT. (_shakes his head impatiently, as though he were throwing off",some disturbing thought--with a laugh_) All right. We’ll run then. Come,on! (_They run of laughing as_,"night. On the left, two windows looking out on the fields. Against the","wall between the windows, an old-fashioned walnut desk. In the left","ANDREW. (_his face flushed_) I won’t argue with you, Pa. You can think",1
223545,some disturbing thought--with a laugh_) All right. We’ll run then. Come,on! (_They run of laughing as_,"night. On the left, two windows looking out on the fields. Against the","wall between the windows, an old-fashioned walnut desk. In the left","looking for right on this farm. There’s wide space enough, Lord knows;","corner, rear, a sideboard with a mirror. In the rear wall to the right",2
893143,on! (_They run of laughing as_,"night. On the left, two windows looking out on the fields. Against the","wall between the windows, an old-fashioned walnut desk. In the left","corner, rear, a sideboard with a mirror. In the rear wall to the right","you’re taking our Robbie away from us, in the middle of the night, you","of the sideboard, a window looking out on the road. Neat to the window a",2
919273,"night. On the left, two windows looking out on the fields. Against the","wall between the windows, an old-fashioned walnut desk. In the left","corner, rear, a sideboard with a mirror. In the rear wall to the right","of the sideboard, a window looking out on the road. Neat to the window a","anyone, except in the winter. (_He grins_) As for the mystery and spell,","door leading out into the yard. Farther right, a black horse-hair sofa,",2
941191,"wall between the windows, an old-fashioned walnut desk. In the left","corner, rear, a sideboard with a mirror. In the rear wall to the right","of the sideboard, a window looking out on the road. Neat to the window a","door leading out into the yard. Farther right, a black horse-hair sofa,","knew--when he said I could find all the things I was seeking for here,","and another door opening on a bedroom. In the corner, a straight-backed",2
289368,"corner, rear, a sideboard with a mirror. In the rear wall to the right","of the sideboard, a window looking out on the road. Neat to the window a","door leading out into the yard. Farther right, a black horse-hair sofa,","and another door opening on a bedroom. In the corner, a straight-backed","chair. In the right wall, near the middle, an open doorway leading to","finger in to mark the place, and turns his head toward the horizon,",1
876749,"of the sideboard, a window looking out on the road. Neat to the window a","door leading out into the yard. Farther right, a black horse-hair sofa,","and another door opening on a bedroom. In the corner, a straight-backed","chair. In the right wall, near the middle, an open doorway leading to","the kitchen. Farther forward a double-heater stove with coal scuttle,",MRS. ATKINS. (_scornfully_) Hump! (_She fans herself nervously_) Land,1
250345,"door leading out into the yard. Farther right, a black horse-hair sofa,","and another door opening on a bedroom. In the corner, a straight-backed","chair. In the right wall, near the middle, an open doorway leading to","the kitchen. Farther forward a double-heater stove with coal scuttle,","etc. In the center of the newly carpeted floor, an oak dining-room table","minute I land, if working hard and a determination to get on can do it;",1
956526,"and another door opening on a bedroom. In the corner, a straight-backed","chair. In the right wall, near the middle, an open doorway leading to","the kitchen. Farther forward a double-heater stove with coal scuttle,","etc. In the center of the newly carpeted floor, an oak dining-room table",chance now to undo some of all the suffering you’ve brought on Rob. Go,"with a red cover. In the center of the table, a large oil reading lamp.",2
863152,"chair. In the right wall, near the middle, an open doorway leading to","the kitchen. Farther forward a double-heater stove with coal scuttle,","etc. In the center of the newly carpeted floor, an oak dining-room table","with a red cover. In the center of the table, a large oil reading lamp.",ANDREW. That I loved you?,"Four chairs, three rockers with crocheted tidies on their backs, and one",2
463407,"the kitchen. Farther forward a double-heater stove with coal scuttle,","etc. In the center of the newly carpeted floor, an oak dining-room table","with a red cover. In the center of the table, a large oil reading lamp.","Four chairs, three rockers with crocheted tidies on their backs, and one",ANDREW. (_going over to_ MARY) And who’s this young lady I find you all,"straight-backed, are placed about the table. The walls are papered a",2
439162,"etc. In the center of the newly carpeted floor, an oak dining-room table","with a red cover. In the center of the table, a large oil reading lamp.","Four chairs, three rockers with crocheted tidies on their backs, and one","straight-backed, are placed about the table. The walls are papered a",dark red with a scrolly-figured pattern._,"MRS. MAYO. (_following him, pleading hysterically_) James! Take back",1
10149,"with a red cover. In the center of the table, a large oil reading lamp.","Four chairs, three rockers with crocheted tidies on their backs, and one","straight-backed, are placed about the table. The walls are papered a",dark red with a scrolly-figured pattern._,fidgets in his chair_).,there is no suggestion of primness about the whole. Rather the,2
362245,"Four chairs, three rockers with crocheted tidies on their backs, and one","straight-backed, are placed about the table. The walls are papered a",dark red with a scrolly-figured pattern._,there is no suggestion of primness about the whole. Rather the,smile_) I guess Ruth’s got a right to have who she likes. She made a,"atmosphere is one of the orderly comfort of a simple, hard-earned",2
565233,"straight-backed, are placed about the table. The walls are papered a",dark red with a scrolly-figured pattern._,there is no suggestion of primness about the whole. Rather the,"atmosphere is one of the orderly comfort of a simple, hard-earned","prosperity, enjoyed and maintained by the family as a unit._",MRS. MAYO. (_notices_ ROBERT’S _nervous uneasiness_) You look all worked,1
440257,dark red with a scrolly-figured pattern._,there is no suggestion of primness about the whole. Rather the,"atmosphere is one of the orderly comfort of a simple, hard-earned","prosperity, enjoyed and maintained by the family as a unit._","JAMES MAYO, _his wife, her brother_, CAPTAIN DICK SCOTT, _and_ ANDREW","poor, ignorant thing like me! (_Fiercely_) But I’m not. I hate it! I",1
305670,there is no suggestion of primness about the whole. Rather the,"atmosphere is one of the orderly comfort of a simple, hard-earned","prosperity, enjoyed and maintained by the family as a unit._","JAMES MAYO, _his wife, her brother_, CAPTAIN DICK SCOTT, _and_ ANDREW","face--an_ ANDREW _sixty-five years old with a short, square, white","rigidly looking straight in front of him, his fists clenched at his",1
79530,"atmosphere is one of the orderly comfort of a simple, hard-earned","prosperity, enjoyed and maintained by the family as a unit._","JAMES MAYO, _his wife, her brother_, CAPTAIN DICK SCOTT, _and_ ANDREW","face--an_ ANDREW _sixty-five years old with a short, square, white",ANDREW. Good God!,"beard_. MRS. MAYO _is a slight, round-faced, rather prim-looking woman",2
460695,"prosperity, enjoyed and maintained by the family as a unit._","JAMES MAYO, _his wife, her brother_, CAPTAIN DICK SCOTT, _and_ ANDREW","face--an_ ANDREW _sixty-five years old with a short, square, white","beard_. MRS. MAYO _is a slight, round-faced, rather prim-looking woman",of fifty-five who had once been a school teacher. The labors of a,"MRS. MAYO. Don’t be a fool, Dick. Andy’s only joking you.",1
738038,"JAMES MAYO, _his wife, her brother_, CAPTAIN DICK SCOTT, _and_ ANDREW","face--an_ ANDREW _sixty-five years old with a short, square, white","beard_. MRS. MAYO _is a slight, round-faced, rather prim-looking woman",of fifty-five who had once been a school teacher. The labors of a,"some rights, hasn’t he?","farmer’s wife have bent but not broken her, and she retains a certain",2
73047,"face--an_ ANDREW _sixty-five years old with a short, square, white","beard_. MRS. MAYO _is a slight, round-faced, rather prim-looking woman",of fifty-five who had once been a school teacher. The labors of a,"farmer’s wife have bent but not broken her, and she retains a certain","wouldn’t help my health any. Come on, Andy. Don’t play the fool. I want",refinement of movement and expression foreign to the_ MAYO _part of the,2
974039,"beard_. MRS. MAYO _is a slight, round-faced, rather prim-looking woman",of fifty-five who had once been a school teacher. The labors of a,"farmer’s wife have bent but not broken her, and she retains a certain",refinement of movement and expression foreign to the_ MAYO _part of the,family. Whatever of resemblance_ ROBERT _has to his parents may be,dissolution. The curtains at the windows are torn and dirty and one of,1
